no,result,scramble,time,algs,edges,corners,flips,twists,solved_edges,solved_corners,edge_breaks,corner_breaks
30104,21.26,L2 D B' U2 B2 D2 L2 B' U2 L2 F R2 U L U B2 F D B Fw' Uw,2021-02-12 13:32:13,9,10,6,0,1,1,0,0,0
30110,27.22,B R2 F L2 F2 L2 D2 R2 U2 F D2 F2 D R2 F' R U' F' U2 B2 Rw' Uw2,2021-02-12 13:37:35,13,11,7,1,2,0,0,1,2
30115,20.19,R' L2 D2 F2 U' R2 D' B2 F2 L2 D2 F' R' F2 D L U B2 F L Rw' Uw,2021-02-12 13:40:47,10,12,8,0,0,0,0,1,1
30117,20.31,D' B2 D' B2 F2 L2 B2 U2 B2 U' L2 D' B F2 U' F2 R' D B2 L2 B2 Rw2 Uw',2021-02-12 13:41:55,10,11,7,0,0,1,0,1,0
30118,17.3,B2 L2 D L2 D' F2 U B2 U2 R2 B' U L F L2 D U' B2 R F' Rw2 Uw,2021-02-12 13:42:32,9,12,6,0,0,0,2,1,1
30122,22.05,R2 U B D2 L' U' B' D R L2 B2 U2 R' D2 R' F2 R' U2 B2 D2 F Rw2 Uw,2021-02-12 13:46:00,12,14,10,0,0,0,0,3,3
30123,19.84,R' F U2 B L2 D2 F D2 B D2 R2 L' D2 B' R2 U L B2 Rw Uw2,2021-02-12 13:46:32,10,12,6,0,1,0,0,1,0
30125,24.56,R2 F' D F2 D' U2 F2 L2 D L2 R2 D B' L F2 R' D L2 R2 U' Rw' Uw',2021-02-12 13:47:52,10,10,8,1,0,1,0,1,1
30126,24.5,U' F' B2 D R2 D B2 D' B2 U F2 U' L D2 F2 U F U' L Uw,2021-02-12 13:48:30,13,15,9,0,0,0,0,4,2
30128,18.14,U2 B R2 F' L2 U2 R2 D2 B2 R2 B' D F2 R' B' L F D' F' U R Rw2,2021-02-12 13:49:53,9,10,8,0,0,1,0,0,1
30131,20.33,L D L2 U2 L2 F2 R2 U' B2 U' R2 D R' D' R D2 B' D B F' Uw,2021-02-12 13:52:49,9,11,7,0,0,1,0,1,0
30132,23.96,B2 D R2 B U2 B2 R' B2 U F2 R2 B2 U2 L2 B2 U L2 B2 L U' Rw Uw2,2021-02-12 13:54:47,11,12,6,0,2,1,0,2,1
30134,21.88,F R2 U2 L2 B2 U2 B' F2 U2 F' U2 L2 R' F' L B D2 F' D' R2 B Rw Uw2,2021-02-12 14:00:10,10,11,7,0,0,1,1,1,1
30136,20.28,U B2 L2 B' D R F D' R' U' B2 U F2 B2 U B2 D' F2 R2 U' F2 Uw,2021-02-12 14:02:05,10,11,7,1,0,0,0,1,0
30139,22.29,L2 U2 F' D2 F D2 U2 F' R2 D2 B2 U R2 B' L2 U F R D2 L' B Fw' Uw,2021-02-12 20:09:44,10,10,8,1,0,0,0,0,1
30144,21.47,R2 B2 R2 U R2 U2 R2 F2 R2 D' L' B D' U F' L' R' B' L2 U Rw Uw,2021-02-12 20:16:00,11,11,9,0,0,0,0,0,2
30145,21.08,R F2 D2 B2 U2 R2 F' L2 R2 U2 B' R2 D F L' F2 U L' U2 L' B' Rw' Uw2,2021-02-12 20:17:02,11,11,7,1,0,1,2,2,2
30150,20.38,R2 D' F2 U L2 D' R2 U L2 R2 U' L' D R U R' D2 F' R2 F2 Fw,2021-02-12 20:21:04,10,12,8,0,0,1,0,2,1
30152,22.73,F' R' L2 F2 R2 U2 B2 U' F2 D' F2 D2 B2 L D' L D' R2 F' R2 Rw,2021-02-12 20:22:29,10,10,6,1,1,2,1,2,1
30154,21.57,F2 D2 B2 D2 R F2 U2 R' D2 B2 F2 L2 B' U L' R2 U' R D F2 R Rw Uw,2021-02-12 20:24:09,11,11,7,0,1,0,0,0,1
30155,19.15,D B L R U2 L' D2 F2 D2 R U2 B2 D' U' L U2 R' F Rw2,2021-02-12 20:24:44,10,9,7,1,0,1,1,0,1
30157,20.62,F L U2 R F2 L2 R F2 R2 D2 F2 D2 R F' D' L' U L2 U B R2 Fw Uw,2021-02-12 20:26:34,10,9,7,1,1,1,0,0,1
30160,21.01,B' D' F' U2 R B2 U L D F2 L' F2 L D2 F2 R' F2 D2 L2 B2 R',2021-02-12 20:29:04,11,9,7,2,0,0,1,0,1
30161,19.5,F2 R2 U' L2 D B2 D L2 U' F' U' F2 R' U' F L' B2 L2 D' Uw2,2021-02-12 20:29:43,10,11,7,0,0,0,0,0,0
30165,24.83,D R2 F2 D' L2 D R2 U F2 R2 U' B L' F L' U2 R' D' L D2 B2 Rw' Uw,2021-02-12 20:34:31,11,12,6,1,1,1,0,3,0
30167,20.14,L D2 R' B2 R U2 F2 U2 L' D2 U2 F L2 D' F' L' F D2 U R Rw',2021-02-12 20:36:20,10,12,8,0,0,1,0,2,1
30168,23.08,U' R2 D B2 D' B2 D2 U' R2 F2 B' D B2 F' L' B' U2 F2 L U' R Rw Uw2,2021-02-12 20:36:54,11,11,9,1,0,1,0,2,2
30169,19.42,U F L D2 R U D' F R2 U F2 R2 F2 D B2 U' R2 U L2 U',2021-02-12 20:37:44,10,12,8,0,0,0,1,1,2
30171,22.13,U F U2 L2 F L2 U2 F2 L2 R2 U2 D F' L' R' F2 D' L2 D' U Fw Uw',2021-02-12 20:39:18,9,12,6,0,0,0,2,1,1
30172,20.49,D' F' R U' B' D R' L' B' U2 D2 L2 U L2 B2 U L2 B2 R2 U' Rw',2021-02-12 20:40:03,10,11,7,0,0,0,0,0,0
30179,19.29,B2 L2 U2 B2 U' B2 U' F2 D' L2 R2 B F D' B' R D L' D B2 D',2021-02-12 20:47:43,9,10,6,1,0,0,1,0,0
30182,23.73,B U B' D2 B' R2 B L2 F' R' D R F' U' R' D2 L Rw Uw',2021-02-12 20:50:15,10,9,9,0,0,2,0,0,2
